name,id,class,mass,fall,year,reclat,reclong
Felsted,10082,"Iron, IIIAB",13500.0,Found,1977,54.99056,9.49194
Felt,10083,H6,5400.0,Found,1970,36.55,-102.78333
Felt (b),10084,L3.5-5,5590.0,Found,1990,36.58333,-102.7
Fenbark,10085,H5,1861.0,Found,1968,-30.44028,121.25694
Fengzhen,10087,"Iron, IIIAB",458.0,Found,0,40.5,113.0
Ferguson Switch,10089,H5,1700.0,Found,1937,34.0,-101.5
Ferintosh,10090,OC,2201.0,Found,1965,52.8,-112.98333
Fife,30563,H5,8600.0,Found,2003,31.38972,-99.40583
Fillmore,10093,Iron,113.0,Found,1916,49.883333,-103.6
Finmarken,10103,"Pallasite, PMG",78300.0,Found,1902,70.0,24.0
Finney,10104,L5,10700.0,Found,1962,34.26667,-101.56667
Finney (c),10105,OC,492.0,Found,1978,34.29833,-101.68333
Fish Canyon,10106,"Iron, IAB complex",27.3,Found,1992,31.735,-110.75333
Fitzwater Pass,51738,"Iron, IIIF",65.4,Found,1974,42.03839,-120.58942
Flagg,10108,L5,7000.0,Found,1954,34.43333,-102.51667
Flagler,30564,H3.8,4100.0,Found,1972,39.23,-102.99
Flandreau,10109,H5,21360.0,Found,1983,44.04833,-96.59167
Fleming,10110,H3.7,1750.0,Found,1940,40.68333,-102.81667
Florey,10112,H6,110800.0,Found,1978,32.5225,-102.705
Floyd,10113,L4,13000.0,Found,1966,34.19333,-103.575
Floydada,10114,"Iron, IIIAB",12500.0,Found,1912,33.98333,-101.28333
Floydada (b),10115,H5,6266.0,Found,1999,33.98333,-101.33333
Fluvanna (a),10116,L5,9500.0,Found,1967,32.8,-101.11667
Fluvanna (b),10117,H6,4110.0,Found,1976,32.90333,-101.16278
Föllinge,10118,"Iron, IAB-sLH",400.0,Found,1932,63.73333,14.85
Forestburg (a),10121,L4,26100.0,Found,1957,33.50667,-97.65139
Forestburg (b),10122,L5,26600.0,Found,1957,33.49556,-97.58861
Forrest ,10124,H5,97.7,Found,1967,-30.81667,128.21667
Forrest Lakes,10161,LL5,500.0,Found,1948,-29.41667,129.5
Forrest Lakes ,10162,H5,52.0,Found,1974,-29.58333,128.91667
Forsyth County,10165,"Iron, IIAB",22700.0,Found,1891,36.1,-80.2
Fort Pierre,10167,"Iron, IIIAB",15900.0,Found,1856,44.35,-100.38333
Fort Stockton,10168,Iron,4762.8,Found,1952,30.91667,-103.06667
Fortuna,10169,Winonaite,312.0,Found,1998,-35.13333,-65.36667
Foster,10170,H4,1992.0,Found,1975,33.1,-102.26667
Foum Zguid,10171,"Iron, IIAB",6000.0,Found,1998,30.06667,-6.9
Fountain Hills,30565,CBa,60.0,Found,2002,33.61,-111.72
Four Corners,10172,"Iron, IAB-ung",25000.0,Found,1924,37.0,-109.05
Franceville,10173,"Iron, IIIAB",18800.0,Found,1890,38.81667,-104.61667
Franconia,10174,H5,100000.0,Found,2002,34.71637,-114.22197
Frankel City,10175,L6,4700.0,Found,1977,32.33333,-102.745
Frankfort (iron),10176,"Iron, IIIAB",10900.0,Found,1866,38.2,-84.83333
Franklin,10178,H5,9062.0,Found,1921,36.71667,-86.56667
Franklinville,10179,L6,108.0,Found,1888,38.5,-100.0
Freda,10180,"Iron, IAB-sLH",268.0,Found,1919,46.38333,-101.23333
Fremont Butte,10181,L4,6647.0,Found,1963,38.5,-105.5
Frenchman Bay,10182,H3.5,8800.0,Found,1964,-30.60833,115.16667
Friona,10184,L5,21900.0,Found,1981,34.54,-102.56833
Frontier Mountain ,10185,H5/6,3.2,Found,2001,-72.95194,160.50056
Fujian,10834,Iron,,Found,0,26.0,119.0
Fukang,34491,"Pallasite, PMG",1003000.0,Found,2000,44.43333,87.63333
Fukue,10835,Iron,7.3,Found,1849,32.7,128.85
Fuling,10837,Iron,,Found,1960,29.7,107.4
Fuzzy Creek,10841,"Iron, IVA",2700.0,Found,0,31.61111,-99.90417
Gahanna,10842,"Iron, IAB-MG",1201.0,Found,1950,40.01667,-82.86667
Gail,10843,H4,4650.0,Found,1948,32.7,-101.6
Gaines County Park,10844,H5,13700.0,Found,1977,32.83333,-102.73333
Galatia,10847,L6,23900.0,Found,1971,38.64167,-98.88333
Galleta Flat,52414,H4,392.0,Found,2009,32.00415,-110.37503
Gan Gan,10852,"Iron, IVA",83000.0,Found,1984,-42.66667,-68.08333
Gao-Guenie (b),10855,CR,344.0,Found,2002,11.65,-2.18333
Garabato,10856,H5,160000.0,Found,1995,-28.86667,-60.2
Garden Head,10857,"Iron, IAB-sHH",1296.0,Found,1944,49.81667,-108.46
Gardner Ridge ,10858,L6,77.8,Found,1998,-86.93333,-148.55
Garnett,10862,H4,4788.0,Found,1938,38.26667,-95.25
Garraf,10863,L6,8800.0,Found,1905,41.26667,1.91667
Garrison,10864,H5,5116.0,Found,1969,33.86333,-103.34667
Gascoyne Junction,10865,H5,10000.0,Found,1978,-24.5,115.18333
Gay Gulch,10867,"Iron, IAB-sHH",483.0,Found,1901,63.91667,-139.33333
Gaylord,10868,H4,8480.0,Found,1983,39.61667,-98.7
Gebel Kamil,52031,"Iron, ungrouped",1600000.0,Found,2009,22.01833,26.08778
Genichesk,10871,L5/6,531.0,Found,1927,46.7,32.6
Geologists Range ,10872,L6,2409.0,Found,1985,-82.5,155.5
Georgetown,10904,H6,687.0,Found,1967,39.7,-105.7
Gerona,10906,H5,148.0,Found,1899,41.96667,2.81667
Gerzeh,10907,Iron,,Found,1911,29.31667,31.28333
Ghéizel,10908,H4,375.0,Found,1988,29.65972,20.08611
Gheriat ,10909,H5,20.8,Found,1990,30.65833,12.30667
Ghubara,10911,L5,1750000.0,Found,1954,19.22778,56.14278
Gibeon,10912,"Iron, IVA",26000000.0,Found,1836,-25.5,18.0
Gibson,10913,Lodranite,67.1,Found,1991,-33.68333,121.8
Gila Bend,30664,L5,3700.0,Found,2000,33.03333,-112.61667
Gilgoin,10915,H5,147000.0,Found,1889,-30.38333,147.2
Gilzem,10916,H5,436.0,Found,1987,49.87361,6.50556
Giroux,10918,"Pallasite, PMG",4275.0,Found,1954,49.61667,-96.55
Gladstone (iron),10920,"Iron, IAB-MG",736600.0,Found,1915,-23.9,151.3
Gladstone (stone),10921,H4,57300.0,Found,1936,36.3,-104.0
Glasgow,10927,"Iron, IIIAB",20400.0,Found,1922,37.01667,-85.91667
Glasston,10928,L5,1990.0,Found,1969,48.71667,-97.3
Glen Rose (iron),10932,"Iron, ungrouped",11000.0,Found,1934,32.25,-97.71667
Glenormiston,10933,"Iron, ungrouped",40800.0,Found,1925,-22.9,138.71667
Glenrothes,10934,H5,13.0,Found,1998,56.25,-3.16667
Glorieta Mountain,10935,"Pallasite, PMG-an",148000.0,Found,1884,35.6,-105.8
Gnowangerup,10937,"Iron, IIIAB",33600.0,Found,1976,-34.0,118.1
Goalpara,10938,Ureilite,2700.0,Found,1868,26.16667,90.6
Gobabeb,10939,H4,27000.0,Found,1969,-23.55,15.03333
Gold Basin,10940,L4,61000.0,Found,1995,35.875,-114.23333
Golden Mile,10941,H4,378.8,Found,2000,35.89,-114.16667
Golden Rule,10942,L5,797.6,Found,1999,35.87333,-114.2
Goldstone Dry Lake,10943,H6,1.1,Found,1999,35.37333,-116.90833
Gomez,10944,L6,47000.0,Found,1974,33.18139,-102.40139
Goodland,10945,L4,3628.0,Found,1923,39.35,-101.66667
Goose Creek,10946,H5,2132.3,Found,1999,37.435,-98.31833
Goose Lake,10947,"Iron, IAB-sLL",1169500.0,Found,1938,41.98,-120.54167
Goronyo,34019,H4,11000.0,Found,2001,13.26667,5.4
Gourara,30665,H6,1272.0,Found,2002,29.75883,1.88467
Gove,52859,Relict iron,0.0,Found,1979,-12.26333,136.83833
Governador Valadares,10950,Martian (nakhlite),158.0,Found,1958,-18.85,-41.95
Grady (1933),10951,L3-6,4230.0,Found,1933,34.8,-103.31667
Grady (1937),10952,H3.7,9300.0,Found,1937,34.8,-103.31667
Grady (c),10953,H4,5700.0,Found,1970,34.8,-103.31667
Granada Creek,10954,H,479.0,Found,1975,37.96667,-102.33333
Grand Rapids,10955,"Iron, ungrouped",51700.0,Found,1883,42.96667,-85.76667
Grandview,47730,L5,6400.0,Found,2008,32.788333,-101.938333
Grant,10957,"Iron, IIIAB",525000.0,Found,1929,35.16667,-107.88333
Grant County,10958,L6,2300.0,Found,1936,37.46667,-101.43333
Grassland,10959,L4,4400.0,Found,1964,33.11667,-101.58333
Graves Nunataks ,10960,L5,25066.1,Found,1995,-86.71667,-141.5
Grayton,11177,H5,11300.0,Found,1983,30.31167,-86.16667
Great Bear Lake,11179,H6,40.0,Found,1936,66.0,-120.0
Great Bend,11180,H6,28770.0,Found,1983,38.395,-98.91583
Great Sand Sea ,11181,L6,130.0,Found,1991,26.2,25.66667
Greaterville,11193,L4,48.0,Found,1995,31.76167,-110.75
Greenbrier County,11194,"Iron, IIIAB",5000.0,Found,1880,37.83333,-80.31667
Greener Reservoir,30666,H4,45.0,Found,2004,39.49133,-112.942
Greenwell Springs,11195,LL4,664.0,Found,1987,30.51528,-91.01222
Grein ,11197,H3,710.3,Found,1997,21.229,10.75633
Gressk,11200,"Iron, IIAB",303000.0,Found,1955,53.23333,27.33333
Gretna,11201,L5,82000.0,Found,1912,39.93333,-99.21667
Grier (a),11202,OC,12.4,Found,1969,34.38167,-103.39167
Grier (b),11203,L5-7,929.4,Found,1969,34.26667,-103.38333
Griffith,11204,"Iron, ungrouped",6000.0,Found,1985,33.71667,-102.81667
Griffith Wash,55289,L6,93.0,Found,2011,35.06639,-114.0975
Grosvenor Mountains ,11209,H5,3821.6,Found,1985,-85.66667,175.0
Grove Mountains ,46612,L4,3.37,Found,2002,-73.09722,75.175
Gruñidora,11427,H4,130.0,Found,1998,24.16667,-102.0
Gruver,11428,H4,13100.0,Found,1934,36.33333,-101.4
Guadaloupe County,11430,Iron,20.5,Found,1950,29.5,-98.0
Guadalupe y Calvo,11431,"Iron, IIAB",58630.0,Found,1971,26.1,-106.96667
Guanaco,11433,"Iron, IIG",13100.0,Found,2000,-25.1,-69.53333
Guanghua,11434,"Iron, IVA",190000.0,Found,1932,32.4,111.7
Guangyuan,11438,Iron,,Found,1965,32.4,105.9
Guffey,11441,"Iron, ungrouped",309000.0,Found,1907,38.76667,-105.51667
Guilford County,11444,"Iron, IIIAB",1100.0,Found,1822,35.56667,-79.83333
Guin,11445,"Iron, ungrouped",34500.0,Found,1969,33.96667,-87.91667
Guixi,11446,"Iron, IIIAB",220000.0,Found,0,28.28333,117.18333
Guizhou,11447,Iron,,Found,0,25.4,107.5
Gullhögen ,44889,Relict OC,,Found,2000,58.38333,13.8
Gun Creek,11451,"Iron, ungrouped",22700.0,Found,1909,34.0,-111.0
Gundaring,11452,"Iron, IIIAB",112500.0,Found,1937,-33.3,117.66667
Gunlock,11453,L3.2,6800.0,Found,1982,37.28333,-113.78333
Gunnadorah,11454,H5,19.7,Found,1968,-31.0,125.93333
Gunnadorah ,11455,L5,46.0,Found,1976,-30.46667,126.18333
Hadley Rille,11469,EH,,Found,1971,26.43333,3.65556
Hagersville,11470,"Iron, IAB complex",30000.0,Found,1999,42.96667,-80.15
Haig,11471,"Iron, IIIAB",503000.0,Found,1951,-31.38333,125.63333
Hainholz,11473,Mesosiderite-A4,16500.0,Found,1856,52.28333,8.91667
Hajmah (a),11474,Ureilite,596.0,Found,1958,19.91667,56.25
Hajmah (b),11475,L6,890.6,Found,1958,19.91667,56.25
Hajmah (c),11476,L5/6,1132.0,Found,1958,19.91667,56.25
Hale Center (no. 1),11477,L5,610.0,Found,1936,34.05,-101.75
Hale Center (no. 2),11478,H4,695.0,Found,1936,34.05,-101.75
Hamadat Murzùq ,11481,H6,895.0,Found,1999,26.25,13.01667
Hambleton,36590,"Pallasite, PMG",17600.0,Found,2005,54.24028,-1.19889
Hamilton (Queensland),11483,L6,68000.0,Found,1966,-28.48333,148.25
Hamilton (Texas),11484,OC,2700.0,Found,1965,31.59333,-98.25
Hammadah al Hamra ,11486,H5,19418.0,Found,1990,29.0,12.23333
Hammond,11813,"Iron, ungrouped",24000.0,Found,1884,44.91667,-92.43333
Hammond Downs,11814,H4,27000.0,Found,1950,-25.46667,142.8
Hangman Crossing,11816,H4,1300.0,Found,1976,38.91972,-85.94722
Haniet-el-Beguel,11817,"Iron, IAB complex",2000.0,Found,1888,32.48333,4.4
Happy (a),11818,H3,2860.0,Found,1971,35.68,-101.99333
Happy (b),11819,OC,2505.0,Found,1972,34.59333,-101.99333
Happy (c),11820,OC,884.3,Found,1971,34.58333,-102.05
Happy Canyon,11821,EL6/7,16300.0,Found,1971,34.80167,-101.56667
Hardesty,11825,"Iron, IIIAB",8580.0,Found,1986,36.57,-101.19
Harding County,11826,L4,3075.0,Found,1941,45.5,-103.5
Hardtner,11827,L6,13000.0,Found,1972,37.06667,-98.66167
Hardwick,11828,L4,7800.0,Found,1937,43.8,-96.16667
Harlowton,11831,"Iron, IAB-ung",4000.0,Found,1975,46.43333,-109.83333
Harper Dry Lake ,11832,LL3,13.0,Found,1999,35.05102,-117.30672
Harriman (Of),11840,"Iron, IVA",30000.0,Found,1947,35.95,-84.56667
Harriman (Om),11841,"Iron, IIIAB",13000.0,Found,1938,35.95,-84.56667
Harrison Township,11843,L6,3263.0,Found,1945,38.33333,-101.71167
Harrisonville,11844,L6,46500.0,Found,1933,38.65,-94.33333
Hart,56555,CK3,966.0,Found,2010,34.37718,-102.11672
Hart Camp,11846,H6,1200.0,Found,1970,33.99833,-102.17667
Hartley,11847,L,2100.0,Found,1967,35.94167,-102.16
Hartsel,30725,H4,490.0,Found,2000,38.83333,-105.8
Haskell,11849,L5,36000.0,Found,1909,33.21333,-99.73167
Hasparos,11850,"Iron, IAB-MG",12880.0,Found,1935,34.0,-105.5
Hassayampa,11851,H4,16000.0,Found,1963,33.75,-112.66667
Hat Creek,11853,H4,8900.0,Found,1939,42.91667,-104.41667
Hatfield,11854,"Iron, IAB complex",21.0,Found,1941,34.48333,-94.45
Hautes Fagnes,52854,LL5,185.0,Found,1965,50.58333,6.16667
Havana,11857,"Iron, IAB complex",,Found,0,40.33333,-90.05
Haven,11858,H6,6100.0,Found,1950,37.96417,-97.75583
Haviland (a),11860,H5,1035.0,Found,1937,37.61667,-99.1
Haviland (b),11861,H5,2092.0,Found,1976,37.59667,-99.125
Hawk Springs,11862,H5,367.0,Found,1935,41.78333,-104.28333
Haxtun,11863,H/L4,15500.0,Found,1975,40.45667,-102.57834
Hayden Creek,11864,"Iron, IIIAB",270.0,Found,1895,45.0,-114.0
Hayes Center,11865,L6,4500.0,Found,1941,40.51667,-101.03333
Hayy ,55517,H5,4208.0,Found,2010,20.84132,57.62995
Hebron,11867,H6,21820.0,Found,1965,40.16667,-97.6
Hechi,11868,Stone-uncl,,Found,1956,24.7,108.0
Hejing,11871,Iron,,Found,1965,42.4,86.3
Henbury,11872,"Iron, IIIAB",2000000.0,Found,1931,-24.56667,133.16667
Hendersonville,11873,L5,6000.0,Found,1901,35.31667,-81.46667
Henvic,11874,L5,19.0,Found,1991,48.65,-3.91667
Hereford,11876,OC,2276.0,Found,1970,33.795,-102.24167
Hermitage Plains,11877,L6,32000.0,Found,1909,-31.73333,146.4
Hesston,11879,L6,12900.0,Found,1951,38.11667,-97.43333
Hex River Mountains,11880,"Iron, IIAB",60000.0,Found,1882,-33.31667,19.61667
Hezma,44713,L5/6,62.0,Found,2002,33.25,10.46667
Hickiwan,11881,H5,1928.0,Found,1974,32.35833,-112.40889
Hidden Valley,11882,"Iron, IIIAB",7000.0,Found,1991,-19.11667,145.41667
Hildreth,11885,L5,3060.0,Found,1894,40.33333,-99.03333
Hill City,11886,"Iron, IVA",11700.0,Found,1947,39.36667,-99.85
Hinojal,11887,L6,50000.0,Found,1927,-32.36667,-60.15
Hinojo,11888,H,1155.0,Found,1928,-36.86667,-60.16667
Hoba,11890,"Iron, IVB",60000000.0,Found,1920,-19.58333,17.91667
Hobbs,11891,H4,2300.0,Found,1933,32.73333,-103.1
Hobbs (b),11892,H5,1600.0,Found,1933,32.73333,-103.1
Holland's Store,11896,"Iron, IIAB",12200.0,Found,1887,34.36667,-85.43333
Holliday,11897,Iron,12.0,Found,1950,33.75,-98.83333
Holly,11898,H4,299.0,Found,1937,38.06667,-102.1
Holman Island,11899,LL,552.0,Found,1951,70.73333,-117.75
Holyoke,11900,H4,11200.0,Found,1933,40.56667,-102.3
Homewood,11902,L6,325.0,Found,1970,49.50833,-97.81667
Hope,11905,"Iron, IAB-MG",6800.0,Found,1955,33.68333,-93.6
Hope Creek,11906,LL6,9830.0,Found,1998,65.38333,-146.26667
Hopper,11907,"Iron, IIIAB",1800.0,Found,1889,36.55,-79.78333
Horace,11908,H5,19700.0,Found,1940,38.35,-101.78333
Horh Uul,11909,"Iron, IIIAB",44000.0,Found,2001,43.25,104.16667
Horse Creek,11910,"Iron, ungrouped",570.0,Found,1937,37.58333,-102.76667
Hot Springs,11912,"Iron, IIIAB",4700.0,Found,1995,39.66667,-118.96667
Howe,11914,H5,8630.0,Found,1938,33.5,-96.6
Hualapai Wash,11917,L6,240.0,Found,2000,35.86333,-114.19333
Hualapai Wash ,11918,H5,60.9,Found,2003,35.83833,-114.16617
Huangling,11920,"Iron, IVA",,Found,0,29.5,110.0
Hub,11921,L5,6452.0,Found,1991,34.54,-102.59433
Huckitta,11922,"Pallasite, PMG-an",2300000.0,Found,1924,-22.36667,135.76667
Hueco Tanks,11923,L6,314.0,Found,1985,31.91667,-106.15
Hueco Tanks (b),11924,H5,150.0,Found,1985,31.91667,-106.15
Hughes ,11925,LL6,379.0,Found,1990,-30.45,129.5
Hugo (stone),11983,H5,80.0,Found,1936,39.13333,-103.48333
Hugoton,11984,H5,350000.0,Found,1927,37.2,-101.35
Huizopa,11985,"Iron, IVA",140000.0,Found,1907,28.9,-108.56667
Hunter,11987,LL5,74600.0,Found,1962,36.56,-97.66667
Huntsman,11988,H4,14500.0,Found,1910,41.18333,-103.0
Hyattville,52755,L6,8911.0,Found,2008,44.33823,-107.67405
Idalia,11998,H,7400.0,Found,1968,39.695,-102.295
Ider,11999,"Iron, IIIAB",140000.0,Found,1957,34.68333,-85.65
Ifould Lake ,52649,L5,40.9,Found,2008,-30.85,132.08333
Igdi,12002,Eucrite-mmict,1470.0,Found,2000,29.23333,-8.36667
Ikhrarene,12005,L4,5465.0,Found,1969,28.60417,1.04167
Ilafegh ,12006,H4,713.0,Found,1989,21.51667,1.58333
Ilimaes (iron),12022,"Iron, IIIAB",51700.0,Found,1870,-26.0,-70.0
Ilinskaya Stanitza,12023,"Iron, IIIAB",5621.0,Found,1915,51.23333,57.38333
Ilizi,35519,H4,185.0,Found,1991,26.75,8.88333
Illinois Gulch,12024,"Iron, ungrouped",2500.0,Found,1899,46.68333,-112.55
Imilac,12025,"Pallasite, PMG",920000.0,Found,1822,-24.20333,-68.80667
Imlay,52855,L5,770.0,Found,2009,40.74018,-118.17285
Imperial,12026,H4,4.0,Found,1908,32.86667,-115.58333
Indian Valley,12029,"Iron, IIAB",14100.0,Found,1887,36.93333,-80.5
Indianola,12030,L5,4000.0,Found,1939,40.23333,-100.41667
Indianópolis,12031,"Iron, IIAB",14850.0,Found,1989,-19.16667,-47.83333
Indio Rico,12032,H6,15000.0,Found,1887,-38.33333,-60.88333
Ingalls,12033,H6,226.0,Found,1937,37.83333,-100.45
Ingella Station,12034,H5,50000.0,Found,1987,-25.55,142.78333
Inland Forts ,12035,"Iron, ungrouped",2523.0,Found,1983,-77.63333,161.0
Inman,12036,L/LL3.4,7250.0,Found,1966,38.25,-97.66667
Ioka,12040,L3.5,31500.0,Found,1931,40.25,-110.08333
Ipitinga,12044,H5,7000.0,Found,1989,0.35,-53.81667
Iquique,12045,"Iron, IVB",12500.0,Found,1871,-20.18333,-69.73333
Iredell,12046,"Iron, IIAB",1500.0,Found,1898,31.96667,-97.86667
Iron Creek,12047,"Iron, IIIAB",175000.0,Found,1869,53.0,-112.0
Iron River,12048,"Iron, IVA",1420.0,Found,1889,46.07944,-88.55972
Ischgl,56431,LL6,724.0,Found,1976,47.02633,10.27333
Isheyevo,30726,CH/CBb,16000.0,Found,2003,53.61667,56.33333
Isla del Espíritu Santo,12050,L6,869.0,Found,1999,24.51667,-111.36667
Isna,12051,CO3.8,23000.0,Found,1970,24.83333,31.66667
Isoulane-n-Amahar,12052,L6,72000.0,Found,1945,27.12917,8.66722
Issa,30727,H5,14.3,Found,2002,53.8675,44.8595
Istifane ,44891,H4,131.6,Found,2005,31.49852,-5.71742
Itapuranga,12057,"Iron, IAB-MG",628000.0,Found,0,-15.58333,-50.15
Itutinga,12059,"Iron, IIIAB",3200.0,Found,1960,-21.33333,-44.66667
Itzawisis,12060,"Pallasite, PES",350.0,Found,1946,-26.26667,18.18333
Ivanovka,12061,H5,8870.0,Found,1983,54.5,52.8
Ivanpah,12062,"Iron, IIIAB",58000.0,Found,1880,35.33333,-115.31667
Jabal Akakus,12064,LL6,215.0,Found,1997,25.0,10.83333
Jackson County,12066,"Iron, IIIAB",450.0,Found,1846,36.41667,-85.5
Jalu,12070,L6,150000.0,Found,2000,27.95833,21.68333
Jamestown,12071,"Iron, IVA",4000.0,Found,1885,46.61667,-98.5
Jaralito,12073,"Iron, IAB-MG",11138.0,Found,1977,26.26583,-103.885
Jarud Qi,49715,L5,452.0,Found,2000,44.61667,120.93333
Javorje,53489,"Iron, IIIAB",4920.0,Found,2009,46.16244,14.19166
Jay Bird Springs,47731,Pallasite,292.0,Found,2003,32.133333,-82.983333
Jdiriya,12076,L5,343.0,Found,1999,27.23333,-10.45
Jeedamya,12077,H6,914.0,Found,1971,-29.58333,121.16667
Jenkins,12080,"Iron, IAB-MG",55400.0,Found,1946,36.82444,-93.76111
Jenny's Creek,12081,"Iron, IAB-MG",12000.0,Found,1883,37.9,-82.38333
Jepara,53840,"Pallasite, PMG",499500.0,Found,2008,-6.6,110.73333
Jerome (Idaho),12082,L,6800.0,Found,1954,42.63333,-114.83333
Jerome (Kansas),12083,L4,29600.0,Found,1894,38.76667,-100.73333
Jerslev,12084,"Iron, IIAB",40000.0,Found,1976,55.608833,11.229167
Jiapigou,12088,Stone-uncl,,Found,1880,42.83333,127.5
Jiddat al Harasis,12089,H4,1400.0,Found,1957,19.25,56.06667
Jiddat al Harasis ,12090,L5,265.0,Found,1999,19.31333,56.06333
Jiddat al Harasis 479  ,49513,Martian (shergottite),553.0,Found,2008,19.78565,55.8535
Jiddat Arkad ,12169,L6,672.0,Found,2000,18.72878,56.38732
Joe Wright Mountain,12174,"Iron, IIIAB",42600.0,Found,1884,35.76667,-91.5
Joel's Iron,12175,"Iron, IIIAB",1300.0,Found,1858,-24.0,-69.0
Johannesburg,55765,H4,63.0,Found,2012,35.37788,-117.63728
Johannessen Nunataks ,12176,H5,1058.7,Found,2001,-72.85833,161.13611
Johnny's Donga,12196,Unknown,,Found,1965,-30.33333,126.36667
Johnson City,12197,L6,10400.0,Found,1937,37.55,-101.68333
Jonah,12200,H5,1304.0,Found,1963,30.625,-97.53333
Jonesboro,12201,"Iron, IVA",30.0,Found,1891,36.3,-82.46667
Juanita de Angeles,12204,H5,85000.0,Found,1992,28.41667,-105.08333
Juarez,12205,L6,6100.0,Found,1938,-37.55,-60.15
Juderina Spring,45814,L6,2198.0,Found,1990,-25.91667,119.3
Julesburg,12208,L3.6,57900.0,Found,1983,39.975,-102.26667
Juncal,12211,"Iron, IIIAB",104000.0,Found,1866,-26.0,-69.25
Junction,12212,L5,241.0,Found,1932,30.5,-99.83333
Jungo ,50762,L6,70.7,Found,2007,40.89055,-118.36278
Kaalijarv,12217,"Iron, IAB-MG",2250.0,Found,1937,58.4,22.66667
Kabakly,12219,H4,71.6,Found,1965,39.76667,62.51667
Kackley,45966,H4,1368.0,Found,2006,39.71633,-97.8545
Kaffir (a),12223,L5,1874.9,Found,1965,34.62333,-101.91667
Kaffir (b),12224,H4,3500.0,Found,1966,34.67167,-101.815
Kaffir (c),12225,L6,7947.0,Found,1980,34.67167,-101.815
Kaffir (d),12226,L5,26760.0,Found,1981,34.67167,-101.815
Kennard,12279,H5,8200.0,Found,1961,41.48333,-96.16667
Kalahari ,30737,Lunar (anorth),585.0,Found,1999,-20.9818,22.9766
Kaldoonera Hill,12233,H6,12000.0,Found,1956,-32.61667,134.85
Kalkaska,12234,"Iron, IIIAB",9399.0,Found,1947,44.64694,-85.13667
Kalugalatenna,12235,L6,4000.0,Found,2003,7.31667,80.55
Kalvesta,12237,H4,10000.0,Found,1968,38.08333,-100.25
Kamioka,12239,H4,30.0,Found,1921,39.51667,140.36667
Kamyshla,12242,L6,1540.0,Found,1981,54.0,52.2
Kansas City (1903),12248,H5,36000.0,Found,1903,39.1,-94.63333
Kansas State University,30739,H4,301.0,Found,2004,39.27556,-96.25944
Kanzaki,12250,H,483.0,Found,1905,33.3,130.36667
Kappakoola,12252,H6,392.5,Found,1929,-33.25,135.53333
Kapunda,12254,"Iron, IIIAB",542.0,Found,1965,-34.31667,138.93333
Karagai,12255,L6,115.0,Found,1900,51.11667,57.91667
Karasburg,12257,"Iron, IIIAB?",12000.0,Found,1964,-27.66667,18.96667
Karavannoe,56567,"Pallasite, PES",132000.0,Found,0,57.78117,47.67967
Karee Kloof,12259,"Iron, IAB-sLL",92100.0,Found,1914,-31.6,25.8
Kargapole,12261,H4,21800.0,Found,1961,55.88333,64.3
Karval,12265,H5,1104.0,Found,1936,38.71667,-103.51667
Kaufman,12267,L5,23000.0,Found,1893,32.58333,-96.41667
Kearney,12269,H5,10000.0,Found,1934,40.68333,-99.06667
Keen Mountain,12271,"Iron, IIAB",6690.0,Found,1950,37.21667,-82.0
Kelly,12273,LL4,44300.0,Found,1937,40.46667,-103.03333
Kendall County,12274,"Iron, IAB-ung",21000.0,Found,1887,29.4,-98.5
Kenna,12277,Ureilite,10900.0,Found,1972,33.9,-103.55333
Kenna (b),12278,L5,453.0,Found,1972,33.70833,-103.76667
Kenton County,12280,"Iron, IIIAB",194000.0,Found,1889,38.81667,-84.6
Kermichel,12283,L6,3000.0,Found,1911,47.65,-2.76667
Keyes,12287,L6,142000.0,Found,1939,36.71667,-102.5
Keystone Lake,57290,L5,787.0,Found,2003,36.28402,-96.43701
Kharga,12290,"Iron, IVA",1040.0,Found,2000,31.1325,25.04717
Khatiyah,12292,H5,1500.0,Found,2000,25.43333,50.78333
Khatyrka,55600,CV3,0.1,Found,2011,62.65316,174.50043
Kielpa,12302,H5,13600.0,Found,1948,-33.6,136.1
Kifkakhsyagan,12304,"Iron, IIIAB",18800.0,Found,1972,64.4,172.7
Kimba,12310,H4,1492.0,Found,1997,-33.21667,136.41667
Kimble County,12311,H6,153800.0,Found,1918,30.41667,-99.4
Kimbolton,12312,H4,7500.0,Found,1976,-40.07139,175.73028
Kinclaven ,12313,L5,17.3,Found,1973,-30.46667,125.7
King Solomon,12314,Iron,,Found,1952,-20.69944,139.80417
King Tut,12315,L5,19.51,Found,1997,35.92333,-114.10167
Kingfisher,12317,L5,8180.0,Found,1950,35.83333,-97.93333
Kingston,12318,"Iron, ungrouped",12900.0,Found,1891,32.9,-107.73333
Kinley,12319,L6,2000.0,Found,1965,52.04667,-107.23333
Kinsella,12320,"Iron, IIIAB",3720.0,Found,1946,53.2,-111.43333
Kirishi,51592,L4,1350.0,Found,2006,59.54833,32.11333
Kissij,12324,H5,5500.0,Found,1899,54.86667,50.88333
Kittakittaooloo,12327,H4,3600.0,Found,1970,-28.03333,138.13333
Kivesvaara,12328,CM2,164.0,Found,1968,64.45,27.56667
Klamath Falls,12330,"Iron, IIIF",17000.0,Found,1952,42.16667,-121.85
Klein Glacier ,12331,EH3,33.6,Found,1998,-86.93333,-144.3
